"entitynum","samplenum","varname","varnum","count"
120.00,1.00,"Juniperus-type procera",3777.00,7.00
120.00,1.00,"Justicia anselliana-type",463.00,16.00
120.00,1.00,"Justicia-type flava",1733.00,2.00
120.00,1.00,"Justicia-type odora",1125.00,6.00
120.00,1.00,"Lannea-type",66.00,4.00
120.00,1.00,"Lawsonia-type inermis",1991.00,1.00
120.00,1.00,"Loranthaceae undiff.",3910.00,7.00
120.00,1.00,"Monoletes undiff.",1203.00,1.00
120.00,1.00,"Nyctaginaceae undiff.",3970.00,3.00
120.00,1.00,"Olea capensis-type",1205.00,4.00
120.00,1.00,"Olea europaea-type ssp africana",3985.00,2.00
120.00,1.00,"Poaceae undiff.",1207.00,113.00
120.00,1.00,"Podocarpus",128.00,55.00
120.00,1.00,"Pupalia-type lappacea",1149.00,1.00
120.00,1.00,"Rhus-type",616.00,2.00
120.00,1.00,"Ricinus communis",864.00,4.00
120.00,1.00,"Salvadora persica-type",2257.00,2.00
120.00,1.00,"Solanum-type",384.00,2.00
120.00,1.00,"Suaeda monoica-type",2061.00,24.00
120.00,1.00,"Syzygium-type",5.00,1.00
120.00,1.00,"Tribulus",440.00,16.00
120.00,1.00,"Triletes undiff.",1230.00,42.00
120.00,1.00,"Typha",112.00,83.00
120.00,1.00,"Undetermined",1231.00,18.00
120.00,1.00,"Vangueria-type madagascariensis",4076.00,1.00
120.00,1.00,"Zanthoxylum-type usambarense",622.00,2.00
121.00,1.00,"Acacia",37.00,12.00
121.00,1.00,"Acanthus-type",426.00,25.00
121.00,1.00,"Achyranthes-type aspera",438.00,10.00
121.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,98.00
121.00,1.00,"Asteraceae undiff.",1174.00,4.00
121.00,1.00,"Borassus-type aethiopum",24.00,10.00
121.00,1.00,"Boscia-type",407.00,4.00
121.00,1.00,"Caryophyllaceae undiff.",927.00,2.00
121.00,1.00,"Celosia argentea-type",2819.00,1.00
121.00,1.00,"Celosia-type trigyna",1103.00,3.00
121.00,1.00,"Cichorieae undiff.",1180.00,1.00
121.00,1.00,"Combretaceae undiff.",1187.00,2.00
121.00,1.00,"Commelinaceae undiff.",3755.00,1.00
121.00,1.00,"Commiphora",152.00,2.00
121.00,1.00,"Cyperaceae undiff.",1190.00,29.00
121.00,1.00,"Digera-type muricata",1113.00,51.00
121.00,1.00,"Dodonaea viscosa-type",1222.00,2.00
121.00,1.00,"Duosperma",3556.00,9.00
121.00,1.00,"Ericaceae undiff.",1193.00,1.00
121.00,1.00,"Euphorbia-type hirta",1744.00,9.00
121.00,1.00,"Fadenia zygophylloides",,1.00
121.00,1.00,"Hagenia abyssinica",139.00,2.00
121.00,1.00,"Indeterminable",1198.00,68.00
121.00,1.00,"Justicia anselliana-type",463.00,22.00
121.00,1.00,"Justicia-type flava",1733.00,2.00
121.00,1.00,"Justicia-type odora",1125.00,2.00
121.00,1.00,"Leucas-type",274.00,1.00
121.00,1.00,"Nyctaginaceae undiff.",3970.00,19.00
121.00,1.00,"Ocimum-type basilicum",1296.00,3.00
121.00,1.00,"Olea capensis-type",1205.00,1.00
121.00,1.00,"Poaceae undiff.",1207.00,97.00
121.00,1.00,"Podocarpus",128.00,26.00
121.00,1.00,"Pupalia-type lappacea",1149.00,2.00
121.00,1.00,"Salvadora persica-type",2257.00,3.00
121.00,1.00,"Suaeda monoica-type",2061.00,45.00
121.00,1.00,"Tribulus",440.00,3.00
121.00,1.00,"Triletes undiff.",1230.00,10.00
121.00,1.00,"Typha",112.00,4.00
121.00,1.00,"Undetermined",1231.00,12.00
121.00,1.00,"Volkensinia prostrata",1289.00,5.00
122.00,1.00,"Acacia",37.00,4.00
122.00,1.00,"Acanthaceae undiff.",954.00,1.00
122.00,1.00,"Acanthus-type",426.00,61.00
122.00,1.00,"Achyranthes-type aspera",438.00,33.00
122.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,110.00
122.00,1.00,"Asteraceae undiff.",1174.00,9.00
122.00,1.00,"Boscia-type",407.00,6.00
122.00,1.00,"Celosia-type trigyna",1103.00,1.00
122.00,1.00,"Coccinia grandis-type",3766.00,1.00
122.00,1.00,"Combretaceae undiff.",1187.00,1.00
122.00,1.00,"Commiphora",152.00,3.00
122.00,1.00,"Cyperaceae undiff.",1190.00,18.00
122.00,1.00,"Digera-type muricata",1113.00,5.00
122.00,1.00,"Duosperma",3556.00,51.00
122.00,1.00,"Ericaceae undiff.",1193.00,2.00
122.00,1.00,"Fadenia zygophylloides",,2.00
122.00,1.00,"Hagenia abyssinica",139.00,2.00
122.00,1.00,"Indeterminable",1198.00,25.00
122.00,1.00,"Indigofera",551.00,1.00
122.00,1.00,"Juniperus-type procera",3777.00,2.00
122.00,1.00,"Justicia anselliana-type",463.00,16.00
122.00,1.00,"Justicia-type odora",1125.00,1.00
122.00,1.00,"Leucas-type",274.00,3.00
122.00,1.00,"Monoletes undiff.",1203.00,2.00
122.00,1.00,"Nyctaginaceae undiff.",3970.00,7.00
122.00,1.00,"Poaceae undiff.",1207.00,112.00
122.00,1.00,"Podocarpus",128.00,27.00
122.00,1.00,"Salvadora persica-type",2257.00,2.00
122.00,1.00,"Stoebe kilimandscharica-type",1179.00,1.00
122.00,1.00,"Suaeda monoica-type",2061.00,56.00
122.00,1.00,"Triletes undiff.",1230.00,7.00
122.00,1.00,"Typha",112.00,6.00
122.00,1.00,"Undetermined",1231.00,5.00
123.00,1.00,"Acacia",37.00,1.00
123.00,1.00,"Acanthus-type",426.00,9.00
123.00,1.00,"Achyranthes-type aspera",438.00,12.00
123.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,142.00
123.00,1.00,"Asteraceae undiff.",1174.00,4.00
123.00,1.00,"Borassus-type aethiopum",24.00,2.00
123.00,1.00,"Boscia-type",407.00,5.00
123.00,1.00,"Caucanthus-type",1102.00,1.00
123.00,1.00,"Celosia-type trigyna",1103.00,3.00
123.00,1.00,"Combretaceae undiff.",1187.00,7.00
123.00,1.00,"Commiphora",152.00,2.00
123.00,1.00,"Cyathula-type orthacantha",1110.00,1.00
123.00,1.00,"Cyperaceae undiff.",1190.00,78.00
123.00,1.00,"Digera-type muricata",1113.00,32.00
123.00,1.00,"Dodonaea viscosa-type",1222.00,1.00
123.00,1.00,"Ericaceae undiff.",1193.00,2.00
123.00,1.00,"Euclea",1119.00,1.00
123.00,1.00,"Euphorbia-type",529.00,3.00
123.00,1.00,"Fadenia zygophylloides",,1.00
123.00,1.00,"Indeterminable",1198.00,45.00
123.00,1.00,"Indigofera",551.00,1.00
123.00,1.00,"Juniperus-type procera",3777.00,1.00
123.00,1.00,"Justicia anselliana-type",463.00,7.00
123.00,1.00,"Loranthaceae undiff.",3910.00,1.00
123.00,1.00,"Myrica",136.00,3.00
123.00,1.00,"Nyctaginaceae undiff.",3970.00,2.00
123.00,1.00,"Poaceae undiff.",1207.00,84.00
123.00,1.00,"Podocarpus",128.00,46.00
123.00,1.00,"Pupalia-type lappacea",1149.00,1.00
123.00,1.00,"Rhus-type",616.00,3.00
123.00,1.00,"Ricinus communis",864.00,1.00
123.00,1.00,"Salvadora persica-type",2257.00,5.00
123.00,1.00,"Suaeda monoica-type",2061.00,47.00
123.00,1.00,"Triletes undiff.",1230.00,2.00
123.00,1.00,"Typha",112.00,18.00
123.00,1.00,"Undetermined",1231.00,8.00
124.00,1.00,"Acacia",37.00,2.00
124.00,1.00,"Acanthus-type",426.00,17.00
124.00,1.00,"Achyranthes-type aspera",438.00,14.00
124.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,69.00
124.00,1.00,"Boscia-type",407.00,2.00
124.00,1.00,"Caucanthus-type",1102.00,4.00
124.00,1.00,"Celosia-type trigyna",1103.00,6.00
124.00,1.00,"Celtis",16.00,1.00
124.00,1.00,"Combretaceae undiff.",1187.00,2.00
124.00,1.00,"Commiphora",152.00,1.00
124.00,1.00,"Croton-type",100.00,1.00
124.00,1.00,"Cyathula-type orthacantha",1110.00,3.00
124.00,1.00,"Cyperaceae undiff.",1190.00,63.00
124.00,1.00,"Digera-type muricata",1113.00,23.00
124.00,1.00,"Dodonaea viscosa-type",1222.00,2.00
124.00,1.00,"Fadenia zygophylloides",,1.00
124.00,1.00,"Hagenia abyssinica",139.00,2.00
124.00,1.00,"Hibiscus micranthus-type",3916.00,2.00
124.00,1.00,"Indeterminable",1198.00,18.00
124.00,1.00,"Indigofera",551.00,10.00
124.00,1.00,"Juniperus-type procera",3777.00,2.00
124.00,1.00,"Justicia anselliana-type",463.00,6.00
124.00,1.00,"Kedrostis foetidissima-type",3768.00,1.00
124.00,1.00,"Monoletes undiff.",1203.00,1.00
124.00,1.00,"Myrica",136.00,1.00
124.00,1.00,"Nyctaginaceae undiff.",3970.00,4.00
124.00,1.00,"Olea capensis-type",1205.00,1.00
124.00,1.00,"Poaceae undiff.",1207.00,184.00
124.00,1.00,"Podocarpus",128.00,8.00
124.00,1.00,"Polygala-type",110.00,2.00
124.00,1.00,"Portulacaceae undiff.",1208.00,1.00
124.00,1.00,"Salvadora persica-type",2257.00,8.00
124.00,1.00,"Suaeda monoica-type",2061.00,57.00
124.00,1.00,"Tephrosia",535.00,1.00
124.00,1.00,"Tribulus",440.00,1.00
124.00,1.00,"Triletes undiff.",1230.00,1.00
124.00,1.00,"Typha",112.00,7.00
124.00,1.00,"Undetermined",1231.00,3.00
124.00,1.00,"Volkensinia prostrata",1289.00,1.00
125.00,1.00,"Abutilon",748.00,2.00
125.00,1.00,"Acacia",37.00,2.00
125.00,1.00,"Acalypha",133.00,1.00
125.00,1.00,"Acanthaceae undiff.",954.00,1.00
125.00,1.00,"Acanthus-type",426.00,10.00
125.00,1.00,"Achyranthes-type aspera",438.00,3.00
125.00,1.00,"Aerva-type javanica",1095.00,1.00
125.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,99.00
125.00,1.00,"Asteraceae undiff.",1174.00,2.00
125.00,1.00,"Borassus-type aethiopum",24.00,3.00
125.00,1.00,"Boscia-type",407.00,9.00
125.00,1.00,"Cichorieae undiff.",1180.00,1.00
125.00,1.00,"Combretaceae undiff.",1187.00,6.00
125.00,1.00,"Commiphora",152.00,1.00
125.00,1.00,"Cyperaceae undiff.",1190.00,69.00
125.00,1.00,"Digera-type muricata",1113.00,9.00
125.00,1.00,"Ericaceae undiff.",1193.00,1.00
125.00,1.00,"Euclea",1119.00,1.00
125.00,1.00,"Euphorbia-type",529.00,1.00
125.00,1.00,"Indeterminable",1198.00,30.00
125.00,1.00,"Juniperus-type procera",3777.00,3.00
125.00,1.00,"Justicia anselliana-type",463.00,27.00
125.00,1.00,"Justicia-type odora",1125.00,2.00
125.00,1.00,"Myrica",136.00,1.00
125.00,1.00,"Olea capensis-type",1205.00,1.00
125.00,1.00,"Poaceae undiff.",1207.00,112.00
125.00,1.00,"Podocarpus",128.00,36.00
125.00,1.00,"Rhus-type",616.00,1.00
125.00,1.00,"Salvadora persica-type",2257.00,11.00
125.00,1.00,"Solanum-type",384.00,1.00
125.00,1.00,"Suaeda monoica-type",2061.00,12.00
125.00,1.00,"Tribulus",440.00,1.00
125.00,1.00,"Triletes undiff.",1230.00,6.00
125.00,1.00,"Typha",112.00,31.00
125.00,1.00,"Undetermined",1231.00,4.00
125.00,1.00,"Volkensinia prostrata",1289.00,1.00
126.00,1.00,"Acacia",37.00,1.00
126.00,1.00,"Acanthus-type",426.00,11.00
126.00,1.00,"Achyranthes-type aspera",438.00,2.00
126.00,1.00,"Aerva-type javanica",1095.00,1.00
126.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,201.00
126.00,1.00,"Asteraceae undiff.",1174.00,2.00
126.00,1.00,"Boscia-type",407.00,1.00
126.00,1.00,"Combretaceae undiff.",1187.00,1.00
126.00,1.00,"Commiphora",152.00,2.00
126.00,1.00,"Cyperaceae undiff.",1190.00,9.00
126.00,1.00,"Digera-type muricata",1113.00,7.00
126.00,1.00,"Euphorbia-type hirta",1744.00,1.00
126.00,1.00,"Evolvulus-type",512.00,1.00
126.00,1.00,"Fadenia zygophylloides",,2.00
126.00,1.00,"Grewia-type tenax",496.00,1.00
126.00,1.00,"Hagenia abyssinica",139.00,1.00
126.00,1.00,"Indeterminable",1198.00,10.00
126.00,1.00,"Justicia anselliana-type",463.00,4.00
126.00,1.00,"Poaceae undiff.",1207.00,285.00
126.00,1.00,"Podocarpus",128.00,7.00
126.00,1.00,"Resedaceae undiff.",1213.00,2.00
126.00,1.00,"Sapotaceae undiff.",1224.00,1.00
126.00,1.00,"Suaeda monoica-type",2061.00,55.00
126.00,1.00,"Tephrosia",535.00,1.00
126.00,1.00,"Typha",112.00,13.00
126.00,1.00,"Undetermined",1231.00,6.00
126.00,1.00,"Volkensinia prostrata",1289.00,2.00
127.00,1.00,"Acanthaceae undiff.",954.00,1.00
127.00,1.00,"Acanthus-type",426.00,4.00
127.00,1.00,"Achyranthes-type aspera",438.00,1.00
127.00,1.00,"Aerva-type javanica",1095.00,1.00
127.00,1.00,"Allophylus",248.00,1.00
127.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,84.00
127.00,1.00,"Asteraceae undiff.",1174.00,7.00
127.00,1.00,"Boscia-type",407.00,3.00
127.00,1.00,"Combretaceae undiff.",1187.00,7.00
127.00,1.00,"Commiphora",152.00,1.00
127.00,1.00,"Cyperaceae undiff.",1190.00,34.00
127.00,1.00,"Digera-type muricata",1113.00,18.00
127.00,1.00,"Duosperma",3556.00,1.00
127.00,1.00,"Euclea",1119.00,1.00
127.00,1.00,"Fabaceae undiff.",88.00,1.00
127.00,1.00,"Hagenia abyssinica",139.00,2.00
127.00,1.00,"Hallea-type rubrostipulata",490.00,1.00
127.00,1.00,"Hypoestes-type",772.00,1.00
127.00,1.00,"Indeterminable",1198.00,32.00
127.00,1.00,"Indigofera",551.00,2.00
127.00,1.00,"Justicia anselliana-type",463.00,3.00
127.00,1.00,"Monoletes undiff.",1203.00,1.00
127.00,1.00,"Myrica",136.00,1.00
127.00,1.00,"Nyctaginaceae undiff.",3970.00,1.00
127.00,1.00,"Olea capensis-type",1205.00,2.00
127.00,1.00,"Poaceae undiff.",1207.00,164.00
127.00,1.00,"Podocarpus",128.00,21.00
127.00,1.00,"Rhus-type",616.00,1.00
127.00,1.00,"Salvadora persica-type",2257.00,5.00
127.00,1.00,"Suaeda monoica-type",2061.00,57.00
127.00,1.00,"Syzygium-type",5.00,1.00
127.00,1.00,"Tribulus",440.00,2.00
127.00,1.00,"Triletes undiff.",1230.00,3.00
127.00,1.00,"Typha",112.00,45.00
127.00,1.00,"Undetermined",1231.00,5.00
127.00,1.00,"Volkensinia prostrata",1289.00,1.00
128.00,1.00,"Achyranthes-type aspera",438.00,7.00
128.00,1.00,"Alchemilla",138.00,1.00
128.00,1.00,"Allophylus",248.00,1.00
128.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,105.00
128.00,1.00,"Artemisia",252.00,1.00
128.00,1.00,"Asteraceae undiff.",1174.00,1.00
128.00,1.00,"Commiphora",152.00,1.00
128.00,1.00,"Cyperaceae undiff.",1190.00,32.00
128.00,1.00,"Hagenia abyssinica",139.00,1.00
128.00,1.00,"Indeterminable",1198.00,73.00
128.00,1.00,"Juniperus-type procera",3777.00,1.00
128.00,1.00,"Poaceae undiff.",1207.00,185.00
128.00,1.00,"Podocarpus",128.00,8.00
128.00,1.00,"Salvadora persica-type",2257.00,2.00
128.00,1.00,"Suaeda monoica-type",2061.00,24.00
128.00,1.00,"Syzygium-type",5.00,1.00
128.00,1.00,"Typha",112.00,71.00
128.00,1.00,"Undetermined",1231.00,1.00
129.00,1.00,"Acanthaceae undiff.",954.00,1.00
129.00,1.00,"Acanthus-type",426.00,1.00
129.00,1.00,"Achyranthes-type aspera",438.00,2.00
129.00,1.00,"Allophylus",248.00,1.00
129.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,111.00
129.00,1.00,"Anthospermum",140.00,1.00
129.00,1.00,"Asteraceae undiff.",1174.00,4.00
129.00,1.00,"Combretaceae undiff.",1187.00,2.00
129.00,1.00,"Cyperaceae undiff.",1190.00,26.00
129.00,1.00,"Digera-type muricata",1113.00,2.00
129.00,1.00,"Dodonaea viscosa-type",1222.00,2.00
129.00,1.00,"Fabaceae undiff.",88.00,1.00
129.00,1.00,"Hagenia abyssinica",139.00,1.00
129.00,1.00,"Hallea-type rubrostipulata",490.00,1.00
129.00,1.00,"Indeterminable",1198.00,41.00
129.00,1.00,"Juniperus-type procera",3777.00,2.00
129.00,1.00,"Justicia-type odora",1125.00,1.00
129.00,1.00,"Monoletes undiff.",1203.00,2.00
129.00,1.00,"Olea capensis-type",1205.00,1.00
129.00,1.00,"Poaceae undiff.",1207.00,201.00
129.00,1.00,"Podocarpus",128.00,6.00
129.00,1.00,"Salvadora persica-type",2257.00,5.00
129.00,1.00,"Suaeda monoica-type",2061.00,23.00
129.00,1.00,"Triletes undiff.",1230.00,3.00
129.00,1.00,"Typha",112.00,211.00
129.00,1.00,"Undetermined",1231.00,2.00
130.00,1.00,"Achyranthes-type aspera",438.00,6.00
130.00,1.00,"Alchemilla",138.00,1.00
130.00,1.00,"Alchornea",118.00,1.00
130.00,1.00,"Allophylus",248.00,1.00
130.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,7.00
130.00,1.00,"Anthocerotaceae undiff.",1168.00,9.00
130.00,1.00,"Anthospermum",140.00,2.00
130.00,1.00,"Apiaceae undiff.",1171.00,1.00
130.00,1.00,"Asteraceae undiff.",1174.00,15.00
130.00,1.00,"Capitanya-type otostegioides",1569.00,1.00
130.00,1.00,"Capparis fascicularis-type",636.00,1.00
130.00,1.00,"Celtis",16.00,2.00
130.00,1.00,"Cichorieae undiff.",1180.00,11.00
130.00,1.00,"Cissus quadrangularis-type",4165.00,2.00
130.00,1.00,"Clematis-type",1210.00,2.00
130.00,1.00,"Clutia",160.00,3.00
130.00,1.00,"Combretaceae undiff.",1187.00,13.00
130.00,1.00,"Commelinaceae undiff.",3755.00,2.00
130.00,1.00,"Croton-type",100.00,1.00
130.00,1.00,"Cucumis dipsaceus-type",3767.00,1.00
130.00,1.00,"Cyperaceae undiff.",1190.00,53.00
130.00,1.00,"Cyphostemma-type",1111.00,1.00
130.00,1.00,"Digera-type muricata",1113.00,1.00
130.00,1.00,"Dodonaea viscosa-type",1222.00,22.00
130.00,1.00,"Ericaceae undiff.",1193.00,4.00
130.00,1.00,"Euclea",1119.00,10.00
130.00,1.00,"Euphorbia-type",529.00,4.00
130.00,1.00,"Euphorbia-type hirta",1744.00,1.00
130.00,1.00,"Grewia-type tenax",496.00,1.00
130.00,1.00,"Hagenia abyssinica",139.00,5.00
130.00,1.00,"Hallea-type rubrostipulata",490.00,3.00
130.00,1.00,"Hypoestes-type",772.00,3.00
130.00,1.00,"Ilex mitis",131.00,3.00
130.00,1.00,"Indeterminable",1198.00,27.00
130.00,1.00,"Juniperus-type procera",3777.00,2.00
130.00,1.00,"Lannea-type",66.00,1.00
130.00,1.00,"Leonotis-type",1553.00,1.00
130.00,1.00,"Macaranga-type",712.00,1.00
130.00,1.00,"Monoletes undiff.",1203.00,6.00
130.00,1.00,"Myrica",136.00,5.00
130.00,1.00,"Olea capensis-type",1205.00,27.00
130.00,1.00,"Olea europaea-type ssp africana",3985.00,10.00
130.00,1.00,"Plantago",1064.00,21.00
130.00,1.00,"Poaceae undiff.",1207.00,151.00
130.00,1.00,"Podocarpus",128.00,102.00
130.00,1.00,"Polygonum senegalense-type",365.00,2.00
130.00,1.00,"Psydrax-type schimperiana",1147.00,3.00
130.00,1.00,"Rhus-type",616.00,1.00
130.00,1.00,"Ricinus communis",864.00,1.00
130.00,1.00,"Rosa abyssinica-type",1216.00,1.00
130.00,1.00,"Rubiaceae undiff.",1219.00,2.00
130.00,1.00,"Rumex",146.00,1.00
130.00,1.00,"Sapotaceae undiff.",1224.00,2.00
130.00,1.00,"Solanum-type",384.00,2.00
130.00,1.00,"Suaeda monoica-type",2061.00,4.00
130.00,1.00,"Syzygium-type",5.00,1.00
130.00,1.00,"Trichilia-type emetica",1699.00,2.00
130.00,1.00,"Triletes undiff.",1230.00,36.00
130.00,1.00,"Typha",112.00,3.00
130.00,1.00,"Undetermined",1231.00,13.00
131.00,1.00,"Acacia",37.00,1.00
131.00,1.00,"Acanthus-type",426.00,1.00
131.00,1.00,"Achyranthes-type aspera",438.00,7.00
131.00,1.00,"Aerva-type javanica",1095.00,1.00
131.00,1.00,"Alchemilla",138.00,1.00
131.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,72.00
131.00,1.00,"Anthocerotaceae undiff.",1168.00,2.00
131.00,1.00,"Anthospermum",140.00,1.00
131.00,1.00,"Asteraceae undiff.",1174.00,26.00
131.00,1.00,"Boscia-type",407.00,2.00
131.00,1.00,"Celosia argentea-type",2819.00,1.00
131.00,1.00,"Celtis",16.00,3.00
131.00,1.00,"Cichorieae undiff.",1180.00,4.00
131.00,1.00,"Cleome-type brachycarpa",2996.00,1.00
131.00,1.00,"Combretaceae undiff.",1187.00,14.00
131.00,1.00,"Commiphora",152.00,2.00
131.00,1.00,"Corchorus-type fascicularis",1229.00,2.00
131.00,1.00,"Cyperaceae undiff.",1190.00,92.00
131.00,1.00,"Digera-type muricata",1113.00,3.00
131.00,1.00,"Dodonaea viscosa-type",1222.00,6.00
131.00,1.00,"Duosperma",3556.00,2.00
131.00,1.00,"Ekebergia-type",1114.00,1.00
131.00,1.00,"Ericaceae undiff.",1193.00,2.00
131.00,1.00,"Erythrococca-type",1117.00,3.00
131.00,1.00,"Euclea",1119.00,1.00
131.00,1.00,"Euphorbia-type",529.00,1.00
131.00,1.00,"Euphorbia-type hirta",1744.00,2.00
131.00,1.00,"Hagenia abyssinica",139.00,4.00
131.00,1.00,"Heliotropium steudneri-type",773.00,2.00
131.00,1.00,"Hypoestes-type",772.00,1.00
131.00,1.00,"Ilex mitis",131.00,1.00
131.00,1.00,"Indeterminable",1198.00,41.00
131.00,1.00,"Indigofera",551.00,1.00
131.00,1.00,"Justicia anselliana-type",463.00,1.00
131.00,1.00,"Monoletes undiff.",1203.00,7.00
131.00,1.00,"Myrica",136.00,3.00
131.00,1.00,"Myrsine africana",1134.00,1.00
131.00,1.00,"Olea capensis-type",1205.00,9.00
131.00,1.00,"Plantago",1064.00,1.00
131.00,1.00,"Poaceae undiff.",1207.00,140.00
131.00,1.00,"Podocarpus",128.00,44.00
131.00,1.00,"Polyscias fulva-type",1142.00,4.00
131.00,1.00,"Pterolobium stellatum",1148.00,1.00
131.00,1.00,"Rhus-type",616.00,1.00
131.00,1.00,"Ricinus communis",864.00,5.00
131.00,1.00,"Rosa abyssinica-type",1216.00,1.00
131.00,1.00,"Salvadora persica-type",2257.00,7.00
131.00,1.00,"Sapotaceae undiff.",1224.00,1.00
131.00,1.00,"Schefflera myriantha-type",1155.00,1.00
131.00,1.00,"Sphaerotylax abyssinica-type",2109.00,1.00
131.00,1.00,"Suaeda monoica-type",2061.00,38.00
131.00,1.00,"Syzygium-type",5.00,4.00
131.00,1.00,"Tapura fischeri-type",3782.00,6.00
131.00,1.00,"Teclea-type",612.00,1.00
131.00,1.00,"Tephrosia",535.00,1.00
131.00,1.00,"Tribulus",440.00,1.00
131.00,1.00,"Triletes undiff.",1230.00,14.00
131.00,1.00,"Typha",112.00,181.00
131.00,1.00,"Undetermined",1231.00,9.00
131.00,1.00,"Urticaceae undiff.",1232.00,2.00
131.00,1.00,"Zanthoxylum-type usambarense",622.00,1.00
132.00,1.00,"Alchemilla",138.00,147.00
132.00,1.00,"Apiaceae undiff.",1171.00,8.00
132.00,1.00,"Asteraceae undiff.",1174.00,1.00
132.00,1.00,"Croton-type",100.00,1.00
132.00,1.00,"Cyperaceae undiff.",1190.00,1.00
132.00,1.00,"Hagenia abyssinica",139.00,2.00
132.00,1.00,"Helichrysum-type",1321.00,6.00
132.00,1.00,"Poaceae undiff.",1207.00,42.00
132.00,1.00,"Podocarpus",128.00,12.00
132.00,1.00,"Senecio-type",1660.00,1.00
132.00,1.00,"Valeriana",1408.00,9.00
133.00,1.00,"Acacia",37.00,13.00
133.00,1.00,"Acanthus-type",426.00,65.00
133.00,1.00,"Achyranthes-type aspera",438.00,2.00
133.00,1.00,"Aerva-type javanica",1095.00,3.00
133.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,98.00
133.00,1.00,"Asteraceae undiff.",1174.00,5.00
133.00,1.00,"Boscia-type",407.00,15.00
133.00,1.00,"Cichorieae undiff.",1180.00,1.00
133.00,1.00,"Coccinia grandis-type",3766.00,1.00
133.00,1.00,"Commiphora",152.00,2.00
133.00,1.00,"Cyperaceae undiff.",1190.00,63.00
133.00,1.00,"Digera-type muricata",1113.00,18.00
133.00,1.00,"Duosperma",3556.00,12.00
133.00,1.00,"Euphorbia-type",529.00,2.00
133.00,1.00,"Fadenia zygophylloides",,9.00
133.00,1.00,"Hibiscus micranthus-type",3916.00,1.00
133.00,1.00,"Hypoestes-type",772.00,3.00
133.00,1.00,"Indeterminable",1198.00,24.00
133.00,1.00,"Indigofera",551.00,2.00
133.00,1.00,"Ipomoea-type",111.00,1.00
133.00,1.00,"Juniperus-type procera",3777.00,4.00
133.00,1.00,"Justicia anselliana-type",463.00,9.00
133.00,1.00,"Leucas-type",274.00,1.00
133.00,1.00,"Monoletes undiff.",1203.00,2.00
133.00,1.00,"Nyctaginaceae undiff.",3970.00,2.00
133.00,1.00,"Olea capensis-type",1205.00,1.00
133.00,1.00,"Poaceae undiff.",1207.00,171.00
133.00,1.00,"Podocarpus",128.00,28.00
133.00,1.00,"Polygala-type",110.00,1.00
133.00,1.00,"Salvadora persica-type",2257.00,1.00
133.00,1.00,"Solanum-type",384.00,2.00
133.00,1.00,"Suaeda monoica-type",2061.00,34.00
133.00,1.00,"Tribulus",440.00,2.00
133.00,1.00,"Triletes undiff.",1230.00,4.00
133.00,1.00,"Typha",112.00,17.00
133.00,1.00,"Undetermined",1231.00,2.00
133.00,1.00,"Volkensinia prostrata",1289.00,2.00
134.00,1.00,"Acalypha",133.00,11.00
134.00,1.00,"Alchemilla",138.00,5.00
